,furnishing,bathrooms,facing,security_numeric,price_numeric,built_up_area_numeric_in_sq_ft,balcony_numeric,floor_number,total_floors,age_numeric,AC,Bed,CCTV,Cupboard,Fridge,Geyser,Intercom,Microwave,Not Found,Sofa,Stove,TV,Washing Machine,+10,+2,+5,+7,Garden,Gas Pipeline,Gated Community,Gym,Intercom,Kids Area,Lift,Not Found,Parking,Pet Allowed,Pool,Power Backup,Sports Facility,Water Supply
594,Unfurnished,2,West,200000.0,65000,1500,1,9,16,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
595,Semi Furnished,2,East,100000.0,38000,640,0,5,7,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
597,Unfurnished,3,East,250000.0,85000,800,0,7,12,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
598,Semi Furnished,2,East,100000.0,39500,650,0,6,11,12,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
599,Fully Furnished,3,West,500000.0,160000,1295,1,0,34,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
600,Semi Furnished,3,North,500000.0,170000,1091,0,14,29,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
601,Fully Furnished,2,East,300000.0,95000,1000,0,9,15,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
602,Fully Furnished,2,South,300000.0,125000,1050,0,3,7,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
603,Unfurnished,3,North,350000.0,158300,1650,0,17,18,20,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
604,Semi Furnished,5,North,1500000.0,450000,2700,1,10,14,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1
605,Unfurnished,2,East,250000.0,82000,800,0,8,21,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
606,Fully Furnished,3,North,250000.0,65000,850,0,4,7,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
607,Unfurnished,3,North,500000.0,170000,1550,1,11,28,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
608,Unfurnished,3,North,500000.0,175000,1550,0,11,28,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
609,Semi Furnished,2,East,500000.0,105000,1050,0,7,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
610,Semi Furnished,3,East,300000.0,90000,1050,0,5,15,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
611,Fully Furnished,2,East,200000.0,55000,600,0,5,7,15,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1
612,Semi Furnished,2,East,250000.0,78000,1150,0,14,22,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
613,Semi Furnished,3,East,250000.0,84000,1200,0,10,22,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
614,Semi Furnished,2,East,300000.0,82000,1100,0,16,32,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
615,Semi Furnished,2,East,200000.0,68000,850,0,16,20,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
616,Semi Furnished,3,East,280000.0,90000,1100,0,16,22,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
617,Semi Furnished,2,East,250000.0,75000,650,0,10,16,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
618,Semi Furnished,3,East,350000.0,120000,1500,0,23,32,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
619,Unfurnished,2,North,200000.0,74100,1100,0,17,22,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
620,Semi Furnished,2,East,200000.0,80000,850,0,1,12,20,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
621,Semi Furnished,2,North,250000.0,80000,850,1,6,12,20,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
622,Fully Furnished,2,North,250000.0,68000,800,0,3,7,20,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
623,Fully Furnished,2,North,700000.0,135000,950,0,4,7,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
624,Unfurnished,2,East,150000.0,42000,680,0,8,19,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
625,Fully Furnished,2,East,100000.0,40500,680,1,2,7,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
626,Unfurnished,2,East,150000.0,49000,720,0,7,17,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
627,Unfurnished,2,East,150000.0,49000,720,0,10,16,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
628,Unfurnished,2,East,200000.0,71000,1100,0,8,15,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
629,Semi Furnished,2,North-East,100000.0,47000,550,0,5,7,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1
630,Fully Furnished,2,East,200000.0,55000,1000,0,5,7,18,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
631,Fully Furnished,3,North,500000.0,170000,1400,1,10,28,7,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
632,Fully Furnished,4,North,600000.0,200000,1800,1,12,24,7,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
633,Semi Furnished,2,North,360000.0,90000,850,0,6,7,20,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
634,Fully Furnished,3,North,700000.0,170000,1450,1,28,28,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
635,Fully Furnished,3,North,700000.0,175000,1550,1,28,28,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
636,Unfurnished,2,West,350000.0,110000,750,0,1,6,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
637,Fully Furnished,2,East,100000.0,40000,680,1,5,7,25,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
640,Unfurnished,2,South-East,250000.0,87000,800,0,4,21,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
641,Semi Furnished,3,North,300000.0,105000,1500,0,3,11,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
642,Semi Furnished,3,North,300000.0,90000,1450,0,1,11,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
643,Unfurnished,3,North,500000.0,140000,1050,0,7,16,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
644,Semi Furnished,2,West,250000.0,80000,1200,0,4,11,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
645,Fully Furnished,2,North-East,200000.0,65000,750,0,10,17,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
646,Semi Furnished,3,North,300000.0,100000,1500,0,3,11,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
647,Semi Furnished,3,North,300000.0,110000,1450,0,3,11,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
648,Semi Furnished,2,North,150000.0,46000,720,0,11,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
649,Semi Furnished,2,East,150000.0,52000,665,0,15,17,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
650,Semi Furnished,2,North,200000.0,75000,1105,0,11,17,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
651,Semi Furnished,2,North,130000.0,38500,625,0,6,12,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1
652,Fully Furnished,3,East,600000.0,135000,2000,0,2,7,20,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1
653,Unfurnished,2,East,100000.0,37000,680,0,5,7,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
654,Unfurnished,2,East,100000.0,40000,680,0,6,7,15,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
655,Fully Furnished,2,East,100000.0,40000,680,0,3,7,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1
656,Unfurnished,2,East,100000.0,35000,680,0,5,7,15,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1
657,Fully Furnished,2,East,200000.0,65000,1100,0,5,12,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
658,Fully Furnished,3,East,300000.0,110000,1600,0,10,16,20,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
659,Semi Furnished,2,East,200000.0,70000,750,0,10,18,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
660,Fully Furnished,3,North,500000.0,185000,1650,1,11,30,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
661,Fully Furnished,3,North,450000.0,225000,1650,1,36,42,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
662,Semi Furnished,2,East,130000.0,43000,680,0,8,11,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
663,Unfurnished,3,East,500000.0,155000,1350,1,20,30,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1
664,Fully Furnished,3,East,600000.0,210000,1800,1,8,29,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
665,Fully Furnished,3,East,600000.0,215000,1900,1,9,29,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
666,Semi Furnished,1,East,100000.0,48000,500,0,5,35,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
667,Semi Furnished,3,East,350000.0,175000,1500,1,22,42,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
669,Semi Furnished,2,South-West,300000.0,90000,950,0,5,7,25,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
670,Fully Furnished,2,East,360000.0,90000,950,1,9,16,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1
671,Semi Furnished,2,East,250000.0,75000,750,0,14,16,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
672,Semi Furnished,2,East,200000.0,65000,950,0,7,21,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
673,Semi Furnished,2,East,200000.0,64000,950,0,14,15,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
674,Semi Furnished,2,North,220000.00000000003,110000,1050,1,7,14,10,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
675,Fully Furnished,2,North,180000.0,89500,1050,1,6,10,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
677,Semi Furnished,2,South-West,200000.0,63000,1050,0,2,7,20,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1
678,Fully Furnished,2,East,200000.0,82000,1100,0,4,16,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
679,Semi Furnished,4,West,1000000.0,245000,2800,1,19,29,6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
680,Semi Furnished,4,East,1000000.0,250000,2700,1,19,29,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
681,Unfurnished,5,North,500000.0,190000,2200,1,4,28,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
682,Semi Furnished,2,East,250000.0,85000,1050,1,19,22,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
683,Fully Furnished,2,East,200000.0,70000,950,0,3,23,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1
684,Fully Furnished,2,South-East,250000.0,85000,880,0,9,15,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
685,Fully Furnished,2,West,200000.0,68001,1000,0,0,23,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
686,Semi Furnished,3,East,300000.0,149000,1300,0,5,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
687,Fully Furnished,2,East,200000.0,65000,1100,0,4,11,12,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
688,Fully Furnished,2,East,150000.0,58000,720,0,6,15,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
689,Fully Furnished,2,East,150000.0,51000,710,0,10,11,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
690,Fully Furnished,2,East,120000.0,42000,680,0,3,7,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1
691,Semi Furnished,2,East,130000.0,38500,664,0,5,11,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
692,Semi Furnished,2,East,200000.0,74000,1087,0,16,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
693,Fully Furnished,2,East,200000.0,65000,1100,0,9,14,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
694,Unfurnished,2,East,130000.0,39500,720,0,7,11,15,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
695,Semi Furnished,3,West,500000.0,160000,1380,1,10,28,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
696,Fully Furnished,2,West,200000.0,75000,800,1,2,4,25,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1
697,Fully Furnished,3,West,500000.0,150000,1600,1,14,28,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
698,Fully Furnished,2,South-East,200000.0,75000,815,0,5,12,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
699,Semi Furnished,3,North,370000.0,185500,1850,1,8,22,10,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
700,Semi Furnished,3,North,310000.0,155000,1500,1,10,22,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
701,Semi Furnished,2,North,300000.0,75000,750,0,12,16,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1
702,Fully Furnished,2,West,300000.0,90000,1100,1,8,21,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
703,Fully Furnished,1,West,150000.0,75000,590,0,6,11,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
704,Fully Furnished,2,West,300000.0,100000,1000,0,8,22,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
705,Unfurnished,1,North,100000.0,42000,500,0,0,6,20,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
706,Semi Furnished,1,North,100000.0,41000,490,0,0,5,20,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
707,Fully Furnished,1,West,100000.0,39000,470,0,0,6,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
708,Fully Furnished,4,East,1000000.0,250000,1700,1,4,18,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
709,Semi Furnished,1,North,100000.0,55000,600,0,7,8,20,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
710,Fully Furnished,3,North,500000.0,150000,1550,1,9,24,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
711,Semi Furnished,1,West,100000.0,44999,490,0,3,7,20,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
712,Semi Furnished,2,North,250000.0,65000,740,0,4,7,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
713,Unfurnished,2,West,400000.0,85000,1250,1,20,25,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
714,Fully Furnished,2,North,300000.0,85000,1300,1,3,7,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
715,Fully Furnished,2,West,300000.0,90000,900,1,5,16,20,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1
716,Fully Furnished,3,East,300000.0,95000,1000,0,16,18,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
717,Semi Furnished,2,West,300000.0,75000,950,1,7,14,15,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
718,Semi Furnished,2,West,400000.0,110000,1100,1,10,24,20,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1
719,Fully Furnished,3,West,500000.0,125000,1300,1,13,18,20,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
720,Unfurnished,5,North,1500000.0,400000,3500,1,24,33,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
721,Unfurnished,4,North,1500000.0,425000,3800,1,23,33,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
722,Unfurnished,2,West,250000.0,69999,800,1,4,7,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
723,Semi Furnished,3,North,500000.0,160000,1350,1,12,38,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
724,Fully Furnished,3,North,500000.0,130000,1600,1,8,16,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
725,Unfurnished,1,East,100000.0,45000,530,0,7,10,20,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
726,Semi Furnished,2,North,200000.0,65000,1050,0,6,7,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1
727,Fully Furnished,2,East,300000.0,90000,750,0,13,15,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
728,Semi Furnished,5,North,1500000.0,450000,4500,1,23,32,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
729,Fully Furnished,3,North,1500000.0,300000,1600,1,21,40,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
730,Fully Furnished,3,North,1500000.0,300000,1800,1,21,30,6,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
731,Semi Furnished,3,North,450000.0,133000,1150,0,6,9,20,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
732,Fully Furnished,3,West,250000.0,94998,800,0,4,8,20,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
733,Fully Furnished,3,North,400000.0,140000,1100,0,10,12,20,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
734,Fully Furnished,2,North,300000.0,85000,1000,1,9,18,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
735,Semi Furnished,3,East,600000.0,130000,1400,1,7,29,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
736,Fully Furnished,2,West,300000.0,80000,1000,0,5,12,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
737,Fully Furnished,3,West,250000.0,95998,850,0,4,9,20,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
738,Semi Furnished,3,West,500000.0,175000,1300,1,35,42,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
739,Fully Furnished,4,West,1000000.0,250000,1600,1,1,32,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
740,Fully Furnished,1,East,100000.0,33000,525,0,1,3,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
741,Fully Furnished,2,South-West,100000.0,45000,650,0,2,4,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
742,Semi Furnished,2,South-West,100000.0,50000,525,0,1,5,8,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
743,Fully Furnished,2,West,150000.0,58000,900,0,2,4,15,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
